1473,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.14882,0.47617,-0.17779,-1.07533,0.12331,-0.71126,1.22470,CL6,CL0,CL0,CL0,CL6,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL4,CL3,CL0,CL0
1474,-0.07854,0.48246,1.16365,-0.57009,-0.31685,-0.24649,0.32197,0.88309,0.43852,0.12331,-0.71126,0.07987,CL6,CL0,CL0,CL3,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL0
1475,1.09449,-0.48246,-0.61113,0.24923,0.11440,1.02119,-0.69509,-0.84732,-1.21213,0.75830,1.86203,1.22470,CL4,CL4,CL5,CL5,CL6,CL4,CL0,CL2,CL0,CL4,CL0,CL3,CL6,CL2,CL0,CL2,CL1,CL0,CL0
1476,-0.07854,0.48246,-0.61113,-0.57009,-0.31685,2.46262,-1.92173,-0.58331,-2.35413,-2.30408,1.29221,1.22470,CL5,CL6,CL3,CL4,CL5,CL2,CL5,CL4,CL2,CL5,CL4,CL3,CL3,CL3,CL4,CL3,CL6,CL0,CL0
1477,-0.07854,-0.48246,-0.05921,0.24923,-0.31685,-0.34799,-0.43999,-0.17779,-0.45321,0.12331,-0.71126,-0.84637,CL5,CL2,CL0,CL0,CL6,CL6,CL5,CL5,CL2,CL4,CL0,CL0,CL2,CL5,CL0,CL2,CL6,CL0,CL0
1478,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.41667,-0.69509,-0.01928,-0.30172,-1.25773,-1.37983,0.40148,CL6,CL3,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL6,CL0,CL3,CL3,CL0,CL0
1479,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.92104,1.45421,1.65653,-0.01729,-0.52745,1.86203,1.92173,CL6,CL3,CL2,CL2,CL6,CL6,CL4,CL3,CL0,CL5,CL2,CL0,CL3,CL3,CL3,CL3,CL5,CL0,CL2
1480,0.49788,0.48246,-0.05921,-0.57009,-0.31685,-0.05188,-0.57545,-2.09015,-0.01729,-0.27607,-0.71126,-0.84637,CL5,CL3,CL0,CL3,CL3,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL6,CL0,CL0
1481,-0.07854,0.48246,-0.61113,-0.57009,0.11440,1.37297,0.32197,0.72330,0.94156,0.12331,-0.71126,0.07987,CL3,CL2,CL0,CL6,CL6,CL2,CL4,CL2,CL2,CL3,CL2,CL0,CL2,CL2,CL6,CL3,CL6,CL0,CL0
1482,1.09449,0.48246,0.45468,-0.57009,-0.31685,1.60383,-2.32338,0.14143,-0.01729,-2.04506,0.88113,-2.07848,CL4,CL1,CL0,CL1,CL2,CL6,CL6,CL1,CL0,CL1,CL1,CL0,CL0,CL1,CL0,CL1,CL0,CL0,CL0
1483,1.09449,0.48246,1.98437,0.96082,-0.31685,-0.92104,0.00332,0.14143,0.13136,0.75830,-0.21712,-0.21575,CL5,CL0,CL0,CL3,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1484,-0.07854,0.48246,0.45468,0.96082,-0.31685,-0.24649,0.47617,0.72330,1.61108,-0.14277,-0.71126,0.76540,CL5,CL4,CL3,CL0,CL5,CL4,CL6,CL2,CL0,CL4,CL0,CL3,CL5,CL0,CL0,CL3,CL5,CL0,CL0
1485,0.49788,-0.48246,-0.05921,-0.57009,-0.31685,0.52135,-1.09207,-0.45174,0.13136,-1.13788,0.88113,-0.84637,CL3,CL1,CL0,CL3,CL6,CL2,CL6,CL2,CL0,CL0,CL2,CL0,CL2,CL2,CL0,CL2,CL3,CL0,CL1
1486,-0.07854,0.48246,1.98437,0.96082,-0.31685,-1.05308,1.45421,-0.84732,0.94156,0.58489,-0.71126,-0.52593,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1487,-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,-1.19430,1.11406,1.24033,-1.62090,-0.65253,0.52975,1.22470,CL6,CL3,CL2,CL0,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL4,CL6,CL0,CL0
1488,-0.07854,0.48246,0.45468,0.96082,-0.31685,-0.05188,-0.30033,-1.27553,-0.01729,0.75830,-0.71126,-1.18084,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1489,-0.95197,-0.48246,0.45468,-0.09765,-0.31685,0.73545,0.00332,-0.17779,-1.07533,0.58489,1.29221,-0.52593,CL6,CL5,CL3,CL5,CL6,CL6,CL5,CL4,CL0,CL6,CL3,CL4,CL5,CL4,CL3,CL4,CL6,CL0,CL0
1490,-0.07854,0.48246,-0.61113,-0.57009,-0.31685,-0.46725,-0.43999,-0.17779,-1.77200,-1.25773,1.86203,1.92173,CL6,CL0,CL0,CL2,CL6,CL2,CL2,CL2,CL0,CL2,CL0,CL0,CL0,CL2,CL2,CL2,CL3,CL0,CL0
1491,-0.07854,0.48246,1.98437,0.96082,-0.31685,1.37297,-0.69509,-0.58331,-1.47955,1.13407,0.88113,-2.07848,CL5,CL1,CL2,CL3,CL6,CL2,CL5,CL2,CL0,CL1,CL0,CL0,CL2,CL0,CL0,CL1,CL1,CL0,CL1
1492,-0.95197,0.48246,1.16365,0.96082,-0.31685,-0.05188,1.11406,-1.42424,-0.45321,-0.78155,0.88113,1.22470,CL5,CL0,CL2,CL0,CL5,CL1,CL6,CL4,CL0,CL4,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL0
1493,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,1.49158,-0.57545,-0.71727,-0.45321,-1.51840,1.29221,0.76540,CL6,CL4,CL0,CL5,CL4,CL6,CL6,CL0,CL0,CL6,CL0,CL0,CL3,CL5,CL0,CL3,CL3,CL0,CL0
1494,1.09449,-0.48246,-0.61113,-0.57009,-0.31685,-0.14882,-0.30033,0.58331,0.13136,-0.27607,1.29221,1.22470,CL4,CL5,CL2,CL3,CL6,CL4,CL5,CL2,CL2,CL2,CL0,CL2,CL5,CL2,CL0,CL2,CL6,CL0,CL0
1495,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,2.12700,-0.94779,-0.45174,-0.30172,-1.64101,1.29221,0.07987,CL5,CL4,CL0,CL5,CL6,CL6,CL6,CL4,CL4,CL3,CL0,CL2,CL3,CL0,CL2,CL0,CL6,CL0,CL0
1496,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,0.91093,-3.27393,-0.45174,-1.47955,-1.78169,1.86203,0.76540,CL5,CL6,CL6,CL4,CL6,CL5,CL6,CL4,CL0,CL5,CL0,CL5,CL6,CL4,CL3,CL3,CL6,CL0,CL2
1497,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,-0.79151,-0.94779,-0.01928,-0.60633,-0.40581,-0.71126,0.07987,CL4,CL2,CL2,CL0,CL4,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1498,-0.07854,-0.48246,1.16365,-0.28519,-0.31685,-1.19430,0.16767,0.29338,-0.91699,-0.89891,0.19268,1.22470,CL5,CL5,CL0,CL0,CL5,CL0,CL6,CL5,CL0,CL5,CL0,CL0,CL5,CL4,CL0,CL3,CL0,CL0,CL0
1499,1.09449,0.48246,-2.43591,-0.57009,-0.31685,0.62967,-0.15487,-0.45174,-0.45321,-1.01450,0.19268,-0.52593,CL5,CL4,CL0,CL3,CL6,CL6,CL4,CL2,CL2,CL0,CL0,CL0,CL0,CL2,CL0,CL2,CL6,CL0,CL0
1500,1.09449,-0.48246,0.45468,-0.57009,-0.31685,-1.05308,0.96248,0.44585,-0.01729,0.58489,0.88113,1.22470,CL5,CL0,CL0,CL2,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
1501,-0.07854,-0.48246,1.98437,-0.57009,0.11440,-0.34799,0.47617,-0.01928,-0.60633,-0.00665,0.52975,1.22470,CL5,CL4,CL0,CL4,CL6,CL6,CL3,CL3,CL3,CL3,CL3,CL3,CL3,CL3,CL3,CL3,CL6,CL0,CL0
1502,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,0.62967,0.16767,0.58331,-2.07848,-0.00665,1.86203,-0.21575,CL4,CL0,CL0,CL0,CL6,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL3,CL3,CL3,CL0,CL0
1503,-0.95197,-0.48246,0.45468,-0.57009,-0.31685,0.41667,-1.92173,0.88309,-0.15487,-0.52745,0.19268,-0.52593,CL6,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL4,CL0,CL0,CL0
1504,-0.07854,-0.48246,0.45468,-0.57009,-0.31685,-0.46725,0.47617,1.43533,-0.30172,-0.40581,0.19268,0.76540,CL6,CL3,CL3,CL3,CL6,CL6,CL5,CL2,CL0,CL5,CL2,CL3,CL4,CL5,CL3,CL2,CL5,CL0,CL2
1505,-0.95197,0.48246,0.45468,-0.57009,0.12600,-0.46725,0.00332,-0.31776,0.13136,-0.52745,1.29221,1.22470,CL6,CL4,CL0,CL3,CL6,CL6,CL5,CL4,CL0,CL4,CL0,CL3,CL3,CL3,CL0,CL5,CL6,CL0,CL2
1506,0.49788,0.48246,-0.05921,-0.57009,-0.31685,1.72012,-2.72827,0.29338,1.28610,-0.78155,-0.21712,-0.21575,CL5,CL1,CL0,CL0,CL6,CL6,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL2,CL2,CL0,CL0
1507,1.09449,0.48246,1.98437,0.96082,-0.31685,0.04257,1.58487,1.06238,0.59042,2.04506,-0.21712,-0.52593,CL6,CL0,CL0,CL0,CL4,CL1,CL4,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL2,CL0,CL0
1508,-0.95197,0.48246,-1.73790,0.96082,-0.31685,2.82196,-2.44904,1.06238,-0.76096,-2.18109,-0.21712,-0.84637,CL4,CL0,CL0,CL6,CL6,CL0,CL5,CL2,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL4,CL0,CL0
1509,-0.95197,0.48246,0.45468,0.96082,-0.31685,1.02119,-0.69509,0.88309,-1.77200,-0.40581,0.19268,0.40148,CL6,CL0,CL3,CL3,CL6,CL3,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
1510,-0.07854,0.48246,-0.05921,-0.57009,-0.31685,0.73545,-1.23177,0.72330,0.59042,-0.00665,0.52975,0.76540,CL5,CL1,CL1,CL4,CL5,CL6,CL5,CL2,CL1,CL2,CL0,CL0,CL2,CL1,CL0,CL2,CL2,CL0,CL1
1511,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,0.91093,-2.11437,-0.17779,-0.45321,-0.89891,-1.37983,-0.84637,CL0,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL3,CL0,CL0,CL0
1512,-0.95197,-0.48246,0.45468,-0.57009,-0.31685,0.73545,-0.80615,1.65653,0.13136,-1.25773,-0.21712,-0.52593,CL5,CL5,CL0,CL3,CL6,CL6,CL6,CL5,CL0,CL3,CL0,CL0,CL4,CL3,CL0,CL2,CL6,CL0,CL0
1513,-0.95197,-0.48246,-2.43591,-0.57009,-0.31685,2.28554,-0.69509,0.29338,-0.60633,-0.14277,-1.37983,-0.84637,CL6,CL0,CL0,CL3,CL4,CL6,CL5,CL0,CL0,CL3,CL0,CL0,CL2,CL0,CL3,CL4,CL3,CL0,CL0
1514,-0.95197,-0.48246,-0.61113,-0.57009,0.12600,-0.14882,-0.57545,-0.84732,-0.60633,-0.52745,-0.21712,-2.07848,CL3,CL0,CL0,CL2,CL6,CL6,CL3,CL2,CL2,CL2,CL0,CL0,CL2,CL2,CL2,CL2,CL6,CL0,CL2
1515,-0.07854,-0.48246,-1.22751,-0.57009,-0.31685,1.23461,-2.32338,0.29338,-0.30172,-1.92173,0.19268,-0.52593,CL3,CL2,CL0,CL4,CL6,CL2,CL6,CL2,CL2,CL2,CL4,CL0,CL2,CL2,CL6,CL2,CL6,CL0,CL0
1516,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,1.02119,-0.43999,-0.01928,-1.34289,-1.13788,1.86203,1.22470,CL6,CL5,CL0,CL6,CL6,CL4,CL6,CL4,CL0,CL0,CL0,CL0,CL3,CL0,CL6,CL0,CL5,CL0,CL2
1517,-0.95197,-0.48246,-1.22751,-0.57009,-0.31685,-0.79151,1.93886,1.65653,-1.07533,-0.40581,1.86203,1.92173,CL5,CL4,CL0,CL2,CL6,CL6,CL5,CL0,CL0,CL4,CL0,CL0,CL4,CL6,CL3,CL3,CL6,CL0,CL3
1518,1.09449,-0.48246,1.98437,-0.57009,-0.31685,0.62967,-1.37639,1.43533,-0.91699,-0.52745,1.86203,0.76540,CL5,CL3,CL1,CL2,CL6,CL3,CL6,CL3,CL0,CL1,CL0,CL0,CL0,CL1,CL2,CL1,CL5,CL0,CL0
1519,-0.95197,-0.48246,-0.05921,-0.57009,-0.31685,0.04257,-1.63340,1.88511,-0.91699,0.12331,0.19268,0.40148,CL6,CL0,CL0,CL3,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL3,CL0,CL3,CL0,CL2
1520,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.24649,-0.80615,-1.27553,-1.34289,-1.92173,-0.71126,0.07987,CL0,CL2,CL3,CL2,CL3,CL4,CL1,CL3,CL2,CL1,CL2,CL1,CL2,CL1,CL2,CL4,CL2,CL3,CL1
1521,-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,1.37297,-0.30033,-0.17779,-0.15487,-1.25773,0.19268,-0.21575,CL5,CL3,CL2,CL2,CL6,CL2,CL6,CL5,CL0,CL4,CL0,CL2,CL2,CL0,CL0,CL2,CL6,CL0,CL2
1522,-0.95197,-0.48246,-0.05921,-0.57009,-0.31685,1.37297,-1.63340,1.06238,-0.91699,-1.38502,1.29221,0.76540,CL5,CL5,CL0,CL4,CL5,CL6,CL6,CL2,CL0,CL4,CL0,CL3,CL5,CL5,CL2,CL5,CL6,CL0,CL0
1523,-0.07854,-0.48246,-0.05921,-0.57009,-0.31685,-0.05188,-2.72827,1.24033,1.45039,0.41594,-1.37983,-2.07848,CL3,CL6,CL3,CL5,CL6,CL3,CL3,CL5,CL0,CL5,CL0,CL5,CL5,CL5,CL5,CL4,CL6,CL0,CL0
1524,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.82562,2.12700,1.88511,0.13136,-0.65253,1.86203,1.92173,CL4,CL6,CL3,CL4,CL6,CL3,CL6,CL3,CL0,CL3,CL2,CL0,CL5,CL5,CL3,CL5,CL6,CL0,CL3
1525,-0.95197,-0.48246,-1.22751,-0.57009,-0.31685,1.60383,-2.21069,1.24033,0.43852,-1.38502,0.52975,0.40148,CL2,CL2,CL0,CL2,CL6,CL6,CL5,CL0,CL0,CL2,CL0,CL0,CL3,CL2,CL2,CL3,CL6,CL0,CL2
1526,-0.95197,-0.48246,-1.73790,-0.09765,-0.31685,0.82562,1.28610,0.29338,-1.21213,-0.89891,0.88113,1.92173,CL6,CL4,CL0,CL0,CL6,CL4,CL3,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL0,CL6,CL0,CL0
1527,-0.95197,-0.48246,-1.22751,-0.57009,-0.31685,0.52135,1.28610,1.24033,-0.45321,-0.52745,1.86203,0.76540,CL5,CL3,CL0,CL3,CL6,CL5,CL5,CL2,CL0,CL0,CL0,CL0,CL4,CL0,CL3,CL4,CL3,CL0,CL0
1528,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.91093,0.00332,1.06238,-1.21213,-1.51840,1.29221,0.40148,CL6,CL3,CL0,CL4,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL2,CL3,CL6,CL0,CL3
1529,-0.95197,0.48246,0.45468,0.96082,-0.31685,-1.86962,1.93886,0.58331,-1.47955,0.12331,1.29221,1.92173,CL6,CL0,CL2,CL0,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1530,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-1.55078,0.96248,1.65653,-0.01729,-0.14277,1.29221,0.76540,CL5,CL6,CL2,CL5,CL6,CL6,CL6,CL4,CL3,CL4,CL0,CL3,CL5,CL4,CL0,CL3,CL6,CL0,CL4
1531,-0.95197,-0.48246,-2.43591,-0.46841,-0.31685,-1.19430,-0.94779,1.06238,1.28610,-0.52745,0.88113,1.22470,CL3,CL0,CL0,CL2,CL6,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL0,CL5,CL2,CL0,CL1
1532,-0.07854,0.48246,0.45468,-0.57009,0.11440,-0.14882,0.96248,1.24033,0.76096,-0.27607,-0.21712,0.07987,CL5,CL6,CL4,CL4,CL6,CL6,CL6,CL3,CL0,CL2,CL0,CL0,CL6,CL3,CL0,CL3,CL6,CL0,CL0
1533,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,1.02119,-1.76250,0.58331,-0.15487,-2.57309,0.88113,-0.21575,CL5,CL3,CL0,CL3,CL5,CL4,CL4,CL3,CL3,CL4,CL2,CL0,CL4,CL3,CL3,CL3,CL6,CL0,CL2
1534,-0.95197,-0.48246,-0.61113,-0.57009,0.11440,-0.92104,1.28610,-0.45174,-0.60633,-0.00665,0.88113,1.22470,CL5,CL0,CL0,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL0
1535,-0.07854,-0.48246,-1.22751,-0.09765,-0.31685,0.04257,0.32197,-0.97631,0.28783,-0.65253,-0.71126,0.76540,CL6,CL5,CL4,CL3,CL5,CL5,CL6,CL3,CL0,CL4,CL0,CL2,CL3,CL2,CL6,CL0,CL5,CL0,CL0
1536,0.49788,0.48246,-0.61113,0.21128,-0.31685,0.31287,0.00332,-0.84732,-0.60633,-0.52745,-0.71126,0.07987,CL5,CL3,CL2,CL0,CL6,CL4,CL5,CL3,CL0,CL4,CL0,CL3,CL3,CL1,CL0,CL1,CL5,CL0,CL1
1537,-0.95197,0.48246,-0.61113,-0.57009,0.11440,-0.46725,0.80523,0.29338,2.03972,1.81175,-1.37983,-0.21575,CL5,CL6,CL0,CL4,CL6,CL3,CL6,CL4,CL0,CL4,CL0,CL4,CL3,CL2,CL0,CL3,CL4,CL4,CL3
1538,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,0.13606,-0.94779,-1.11902,0.43852,-1.13788,-0.71126,0.76540,CL5,CL0,CL0,CL0,CL6,CL5,CL4,CL3,CL0,CL3,CL0,CL0,CL5,CL4,CL0,CL3,CL4,CL0,CL0
1539,-0.95197,0.48246,-0.61113,-0.57009,0.11440,0.04257,1.74091,-0.58331,-0.45321,2.33337,0.88113,1.92173,CL4,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1540,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,1.13281,-0.69509,0.88309,0.94156,-0.89891,1.29221,0.76540,CL6,CL3,CL3,CL4,CL6,CL5,CL4,CL3,CL3,CL3,CL3,CL3,CL4,CL3,CL3,CL4,CL6,CL0,CL2
1541,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,0.62967,-0.15487,1.88511,1.45039,0.12331,0.88113,-0.84637,CL6,CL0,CL0,CL0,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL2,CL3,CL4,CL0,CL3,CL6,CL0,CL0
1542,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-1.55078,1.28610,-0.97631,0.43852,0.93949,0.19268,1.92173,CL6,CL6,CL0,CL0,CL6,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL4,CL3,CL0,CL4,CL6,CL0,CL0
1543,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,0.82562,-3.00537,0.29338,-1.34289,-2.04506,0.88113,0.76540,CL6,CL3,CL0,CL4,CL4,CL6,CL5,CL2,CL2,CL2,CL5,CL2,CL6,CL3,CL3,CL4,CL3,CL0,CL2
1544,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,-0.14882,-0.43999,-0.71727,-0.76096,-1.64101,1.29221,0.76540,CL4,CL2,CL0,CL0,CL5,CL4,CL6,CL2,CL0,CL2,CL0,CL3,CL5,CL0,CL0,CL2,CL2,CL0,CL0
1545,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.82562,0.80523,0.88309,0.59042,-0.78155,0.19268,0.07987,CL4,CL4,CL0,CL4,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL3,CL6,CL0,CL0
1546,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,1.02119,-0.94779,0.88309,0.13136,-0.14277,-0.71126,0.40148,CL3,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1547,-0.95197,-0.48246,-1.22751,-0.57009,0.11440,-0.24649,-1.92173,0.29338,-0.60633,-1.13788,0.52975,0.40148,CL3,CL0,CL0,CL0,CL6,CL4,CL4,CL0,CL0,CL4,CL0,CL0,CL3,CL4,CL0,CL3,CL2,CL0,CL0
1548,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,1.49158,0.16767,0.88309,-0.01729,0.58489,0.52975,0.76540,CL3,CL3,CL0,CL2,CL5,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL3,CL0,CL0,CL0
1549,-0.07854,-0.48246,0.45468,0.96082,-0.31685,-1.19430,-0.57545,-1.68062,0.28783,1.30612,-1.37983,-0.84637,CL5,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1550,-0.07854,0.48246,1.16365,0.96082,-0.31685,-0.67825,-0.94779,0.58331,0.28783,1.30612,-0.71126,-0.84637,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1551,-0.07854,0.48246,-0.05921,0.96082,-0.31685,-0.46725,0.00332,-1.11902,0.28783,-0.00665,0.19268,-0.52593,CL6,CL2,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1552,1.82213,0.48246,-0.05921,0.96082,-0.31685,0.41667,-1.50796,-1.82919,-0.91699,-0.40581,-1.37983,-2.07848,CL3,CL0,CL0,CL0,CL6,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1553,1.09449,0.48246,-0.61113,0.96082,-0.31685,-0.14882,-0.94779,-1.27553,-0.60633,0.41594,-0.21712,0.07987,CL6,CL0,CL0,CL0,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0
1554,1.09449,0.48246,-0.05921,0.96082,-0.31685,-0.58016,-0.57545,-1.27553,0.94156,0.93949,-1.37983,-2.07848,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1555,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,-0.05188,-2.32338,-0.84732,-1.77200,-0.40581,1.29221,-0.21575,CL6,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL2
1556,-0.07854,-0.48246,1.16365,0.96082,-0.31685,-1.55078,1.11406,-0.01928,-0.01729,1.46191,0.19268,0.07987,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL4,CL0,CL0
1557,-0.95197,0.48246,1.16365,0.96082,-0.31685,0.31287,0.80523,-0.97631,0.28783,0.25953,-0.21712,0.40148,CL6,CL0,CL0,CL3,CL6,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1558,-0.07854,0.48246,-0.61113,0.96082,-0.31685,-1.32828,1.58487,-0.58331,1.61108,1.13407,0.19268,-0.21575,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1559,1.82213,0.48246,0.45468,0.96082,-0.31685,-1.86962,1.58487,0.44585,0.76096,1.63088,0.19268,-0.52593,CL4,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1560,-0.95197,0.48246,0.45468,0.96082,-0.22166,-0.92104,-0.15487,-0.84732,-0.76096,1.30612,-0.71126,-0.21575,CL5,CL0,CL0,CL0,CL5,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1561,-0.07854,0.48246,1.16365,0.96082,-0.50212,0.73545,0.16767,-0.71727,-0.91699,1.13407,-1.37983,-0.84637,CL4,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1562,0.49788,0.48246,0.45468,0.96082,-0.31685,0.62967,-1.50796,-0.31776,0.28783,-0.14277,-0.71126,-2.07848,CL1,CL1,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1563,1.09449,0.48246,-2.43591,0.96082,-0.31685,0.22393,-0.30033,-1.27553,-0.60633,-0.27607,-0.21712,-0.52593,CL1,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1564,0.49788,-0.48246,-0.05921,0.96082,-0.31685,0.73545,-1.50796,-0.84732,-0.15487,-1.13788,0.88113,0.07987,CL4,CL2,CL1,CL1,CL6,CL3,CL6,CL1,CL0,CL3,CL0,CL1,CL0,CL1,CL0,CL1,CL1,CL0,CL0
1565,0.49788,0.48246,0.45468,0.96082,-0.31685,-0.05188,1.74091,-2.85950,-0.76096,2.63199,-1.37983,-1.54858,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1566,1.09449,0.48246,-0.05921,0.96082,-0.31685,-0.46725,-0.30033,-1.42424,1.45039,2.04506,-0.71126,-0.52593,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1567,0.49788,0.48246,-0.05921,0.96082,-0.31685,0.82562,0.80523,0.29338,1.28610,0.25953,-1.37983,-1.18084,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
